run,epoch,kind,memory_frames,confidence_mode,lambda_qmem,lambda_code,lambda_clean,train_loss_total,train_loss_doao,train_loss_rec,train_loss_crops,train_loss_cons,train_loss_vq,train_loss_qmem,train_loss_code,train_loss_clean_tail,train_weighted_qmem,train_weighted_code,train_weighted_clean_tail,train_clean_tail_fraction,train_mean_mismatch,train_mean_confidence,train_mean_top_similarity,train_mean_score_margin,train_same_code_rate,train_mean_selected_age,train_perplexity_top,train_perplexity_bottom,val_loss_total,val_loss_doao,val_loss_rec,val_loss_crops,val_loss_cons,val_loss_vq,val_loss_qmem,val_loss_code,val_loss_clean_tail,val_weighted_qmem,val_weighted_code,val_weighted_clean_tail,val_clean_tail_fraction,val_mean_mismatch,val_mean_confidence,val_mean_top_similarity,val_mean_score_margin,val_same_code_rate,val_mean_selected_age,val_perplexity_top,val_perplexity_bottom
continued_baseline_corrected_crop,1,baseline,0,none,0.0,0.0,0.0,0.0034501537839954992,0.0034501537839954992,0.0013500585288352233,0.000873472467387927,0.0007847968311373152,0.00044182592539849033,0.0,0.0,0.00042868112473565424,0.0,0.0,0.0,0.0097026681461584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023957933819760842,0.0023957933819760842,0.000966786538175095,0.0006553241205870937,0.00045568597848832465,0.00031799672446232815,0.0,0.0,0.0002770613766966075,0.0,0.0,0.0,0.006547419081817433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
continued_baseline_corrected_crop,2,baseline,0,none,0.0,0.0,0.0,0.0029993386212326368,0.0029993386212326368,0.001215830807283201,0.000811935465071998,0.0005742161153335883,0.00039735621943388433,0.0,0.0,0.00034476733115913256,0.0,0.0,0.0,0.008275569597968619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022304027774135912,0.0022304027774135912,0.0009095233451746313,0.000628366434666083,0.00040135904151391454,0.00029115394694477834,0.0,0.0,0.0002407000663146825,0.0,0.0,0.0,0.0058877947198535665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
continued_baseline_corrected_crop,3,baseline,0,none,0.0,0.0,0.0,0.002832751813393702,0.002832751813393702,0.0011620086344456165,0.0007852588028795695,0.0005205473780685734,0.00036493698494417,0.0,0.0,0.0003149703204556617,0.0,0.0,0.0,0.0076853916086370684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021582578587811987,0.0021582578587811987,0.0008816995786434011,0.0006043187203528699,0.00038438706720202994,0.0002878524763210043,0.0,0.0,0.00022478047471353042,0.0,0.0,0.0,0.0055488021639378176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
continued_baseline_corrected_crop,4,baseline,0,none,0.0,0.0,0.0,0.0027396254512377853,0.0027396254512377853,0.0011262337669201339,0.0007644119119690978,0.0004924928591343115,0.0003564869050929031,0.0,0.0,0.00029471593187378726,0.0,0.0,0.0,0.007284194720957265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020762604384132596,0.0020762604384132596,0.0008515929318473375,0.0005937628945613172,0.0003567491162608481,0.0002741554858045079,0.0,0.0,0.00021152893566723222,0.0,0.0,0.0,0.0052957501170497944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
continued_baseline_corrected_crop,5,baseline,0,none,0.0,0.0,0.0,0.002687795179977538,0.002687795179977538,0.001097174897964724,0.0007466967161427603,0.00047682876833268865,0.00036709478210154937,0.0,0.0,0.00027780863849723056,0.0,0.0,0.0,0.006948339802935184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020607332318701662,0.0020607332318701662,0.0008365033453245035,0.000586927418975153,0.00034701562721864865,0.00029028683148989875,0.0,0.0,0.000198263547347273,0.0,0.0,0.0,0.005049655076059416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
continued_baseline_corrected_crop,6,baseline,0,none,0.0,0.0,0.0,0.002648316546629748,0.002648316546629748,0.001069044460014171,0.0007284342689177825,0.000466904601144614,0.00038393320922248584,0.0,0.0,0.00026042258101156076,0.0,0.0,0.0,0.006612212786139071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020284671577861365,0.0020284671577861365,0.0008098876073868392,0.0005666508435309437,0.0003428184752687076,0.000309110230261588,0.0,0.0,0.0001894928623836555,0.0,0.0,0.0,0.004829917755306257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
continued_baseline_corrected_crop,7,baseline,0,none,0.0,0.0,0.0,0.0026124905138729332,0.0026124905138729332,0.0010419715085025595,0.0007101506973152545,0.0004595605182993662,0.00040080778182497963,0.0,0.0,0.00024390119166301828,0.0,0.0,0.0,0.006279856888289304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020005355787996453,0.0020005355787996453,0.0007953162359571156,0.0005619724888824305,0.00033148313123391765,0.00031176371692508,0.0,0.0,0.00018426855127792215,0.0,0.0,0.0,0.00471358517891827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
continued_baseline_corrected_crop,8,baseline,0,none,0.0,0.0,0.0,0.0025820970595221344,0.0025820970595221344,0.0010215356484676746,0.0006968169592154324,0.0004535548776219757,0.00041018956286420613,0.0,0.0,0.00023145136660213125,0.0,0.0,0.0,0.006029492003833328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019831892546046345,0.0019831892546046345,0.0007821594585494119,0.0005483685106342192,0.00033425818976136194,0.0003184030844892083,0.0,0.0,0.00017605900873654927,0.0,0.0,0.0,0.004546706741467801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
continued_baseline_corrected_crop,9,baseline,0,none,0.0,0.0,0.0,0.0025574828764824906,0.0025574828764824906,0.0010063241238960896,0.0006872746571143334,0.0004479233905747372,0.0004159606969503384,0.0,0.0,0.0002223524283658605,0.0,0.0,0.0,0.0058436442896262885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001967754166780672,0.001967754166780672,0.000770514849636985,0.0005405974034649527,0.0003298449455723826,0.0003267969549779937,0.0,0.0,0.0001670576326281946,0.0,0.0,0.0,0.00438081447777068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
continued_baseline_corrected_crop,10,baseline,0,none,0.0,0.0,0.0,0.0025390615753853353,0.0025390615753853353,0.0009951052139091517,0.0006804526477323481,0.0004430392960971468,0.00042046441770345283,0.0,0.0,0.0002156805133004744,0.0,0.0,0.0,0.005705694462735529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019636208347600832,0.0019636208347600832,0.0007638285481619959,0.0005323710278973157,0.00033196243739557087,0.0003354588082195922,0.0,0.0,0.00015910657950855524,0.0,0.0,0.0,0.00422317020870859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
