method,kind,memory_frames,confidence_mode,lambda_qmem,lambda_code,lambda_clean,best_epoch,best_val_total,best_val_doao,mean_iou,median_iou,mean_dice,mean_precision,mean_recall,mean_pred_pixels,mean_gt_pixels,auroc_pixel,mean_qmem_mismatch,mean_qmem_confidence,mean_top_similarity,mean_score_margin,same_code_rate,mean_selected_age,threshold,n_frames,runtime_minutes
strict_qmem_v2_T2K2_qmem_only_lambda0p02,qmem,2,margin,0.02,0.0,0.0,10,0.0024411862762843887,0.0022596152820846156,0.32665212477007705,0.3273366321441069,0.48356260710397597,0.3537308317344365,0.8243076319138978,21963.5625,9541.822580645161,0.8209540881747404,0.014003309070117652,0.6537169409134695,0.9486952630742904,0.007360994330919047,0.45001122259324594,0.9922720020817172,0.04138705995865166,496,1.2660313407580057
