run,epoch,kind,memory_frames,confidence_mode,lambda_qmem,lambda_code,lambda_clean,train_loss_total,train_loss_doao,train_loss_rec,train_loss_crops,train_loss_cons,train_loss_vq,train_loss_qmem,train_loss_code,train_loss_clean_tail,train_weighted_qmem,train_weighted_code,train_weighted_clean_tail,train_clean_tail_fraction,train_mean_mismatch,train_mean_confidence,train_mean_top_similarity,train_mean_score_margin,train_same_code_rate,train_mean_selected_age,train_perplexity_top,train_perplexity_bottom,val_loss_total,val_loss_doao,val_loss_rec,val_loss_crops,val_loss_cons,val_loss_vq,val_loss_qmem,val_loss_code,val_loss_clean_tail,val_weighted_qmem,val_weighted_code,val_weighted_clean_tail,val_clean_tail_fraction,val_mean_mismatch,val_mean_confidence,val_mean_top_similarity,val_mean_score_margin,val_same_code_rate,val_mean_selected_age,val_perplexity_top,val_perplexity_bottom
strict_qmem_v2_T2K2_qmem_only_lambda0p02,1,qmem,2,margin,0.02,0.0,0.0,0.0037402728511029995,0.0033981559210517808,0.0013576598805157096,0.0008824906861434573,0.0007732327310953798,0.0003847726062816176,0.017105846880484905,0.0,0.0004278269848103862,0.0003421169303553793,0.0,0.0,0.009719092299881962,0.02277586474585316,0.7952652562194954,0.961050292081568,0.011009644426374284,0.6098182293221858,1.0439997460814368,4.4173708065974955,58.536136868677055,0.0026798454892676057,0.002397994381123733,0.0009818423954422856,0.0006679640458163297,0.0004591894847511738,0.00028899844502177323,0.014092555641445704,0.0,0.0002790843116108879,0.0002818511063892918,0.0,0.0,0.006592411699139664,0.02097000850373663,0.7834335109980843,0.9682265022298792,0.008350911497915111,0.6304909283424909,1.0283438671785106,4.417272090911865,45.25320080115536
strict_qmem_v2_T2K2_qmem_only_lambda0p02,2,qmem,2,margin,0.02,0.0,0.0,0.003386875102421612,0.003084622200736406,0.001260980898355879,0.0008445213819350897,0.0005944617027849255,0.0003846582029217553,0.015112645275029861,0.0,0.0003553591878476663,0.0003022528990433532,0.0,0.0,0.008494243012431416,0.021609494468171085,0.7607742567032477,0.9660363080217504,0.009602737378870758,0.5818553433627576,1.0327998388343942,4.417272090911865,42.64999167988214,0.002615526587129781,0.0023678367889528327,0.0009631242204209624,0.0006714229627557312,0.0004237325753950115,0.00030955702604575856,0.012384490243310476,0.0,0.0002551734110389862,0.00024768980019804747,0.0,0.0,0.006158272136498575,0.018836699958927065,0.7855494766153841,0.9729900116303319,0.007328690997391976,0.6479107645113972,1.0220798290401734,4.417272090911865,27.307749542124544
strict_qmem_v2_T2K2_qmem_only_lambda0p02,3,qmem,2,margin,0.02,0.0,0.0,0.0033101832433516105,0.0030337905223576187,0.0012360803138675481,0.0008397099392215515,0.0005633548829467034,0.0003946453664731596,0.013819636402734538,0.0,0.00033964183938866953,0.0002763927221324219,0.0,0.0,0.008183772900667644,0.0193284700718361,0.7637875903432282,0.9705703446280604,0.008479553860745418,0.5982905490678188,1.0265182794902388,4.417272090911865,29.20667858585097,0.002554944296076357,0.0023259939895931437,0.0009405016478009508,0.0006616932013178965,0.0004072840116423855,0.00031651512361703026,0.011447515781151224,0.0,0.0002514689014051761,0.0002289503102944294,0.0,0.0,0.006051441982060999,0.01648962451287196,0.8019459393871573,0.9765242857810779,0.00653814657230808,0.6769864521329365,1.018016546782702,4.417272090911865,21.35307564228882
strict_qmem_v2_T2K2_qmem_only_lambda0p02,4,qmem,2,margin,0.02,0.0,0.0,0.0032439390353821763,0.0029835457284816632,0.0012110839149113506,0.0008289758948885654,0.0005444574840740871,0.00039902842419667497,0.013019665645779728,0.0,0.00032756572657618776,0.00026039330738717034,0.0,0.0,0.007928032133251064,0.017334982887951607,0.7675611764931187,0.9736127967655072,0.007648478552174056,0.6094658328512242,1.0225621261109734,4.417272090911865,25.65389165254663,0.002527396877137637,0.002311362992043656,0.0009313143656651065,0.000661244206575413,0.00039580357469597285,0.00032300084583564766,0.010801694854827864,0.0,0.000235238085693871,0.0002160338926453414,0.0,0.0,0.005774752997653388,0.014798424026720745,0.80741331079504,0.978684586774153,0.006020702549025544,0.6872168089443947,1.0157117971716054,4.417272090911865,20.339189548049944
strict_qmem_v2_T2K2_qmem_only_lambda0p02,5,qmem,2,margin,0.02,0.0,0.0,0.0032061539448115825,0.0029564108129476177,0.001192248100526108,0.0008194152416546531,0.0005331493170376312,0.00041159814298800875,0.012487156851682673,0.0,0.0003174573500029866,0.0002497431312817146,0.0,0.0,0.007731604269989642,0.015955212866683333,0.7592760705705827,0.9756199121653197,0.007083068521419152,0.6018219495325097,1.020113441687123,4.417272090911865,24.93868165288124,0.0025016105837860716,0.002292828648666691,0.0009180765662052906,0.0006565475480753806,0.0003812352112281621,0.0003369693244282629,0.01043909710642321,0.0,0.00024582916404349004,0.00020878193740033553,0.0,0.0,0.00592052194452475,0.013725402971794453,0.7859916816555391,0.9803183863305638,0.005626757238037493,0.6605038299374237,1.014132686004825,4.417272090911865,19.940074492141296
strict_qmem_v2_T2K2_qmem_only_lambda0p02,6,qmem,2,margin,0.02,0.0,0.0,0.0031924472936693546,0.002947753096676787,0.0011796339545159793,0.0008125245782067551,0.0005273158839929078,0.000428278665257149,0.012234710063479416,0.0,0.00031005640167417045,0.00024469419547176464,0.0,0.0,0.007588370304101971,0.01487569341607888,0.7308739545310423,0.9774677630288098,0.006597230963411172,0.5668655172252911,1.0181010112580202,4.417272090911865,24.107526330956418,0.002504045656220976,0.0023018044918651608,0.0009112919982864154,0.0006360277313457902,0.00040198839783959345,0.00035249635866321213,0.010112058658008401,0.0,0.00023781675134523984,0.00020224116836691994,0.0,0.0,0.005774715736790382,0.01248898117229347,0.7563769914146162,0.982259429272569,0.005231386280285424,0.6229425413995726,1.0122871658013126,4.417272090911865,18.82380189534654
strict_qmem_v2_T2K2_qmem_only_lambda0p02,7,qmem,2,margin,0.02,0.0,0.0,0.0031754397271992457,0.0029383657415539013,0.0011661941673276124,0.0008045252785180487,0.0005247728296379131,0.00044287345430365447,0.011853699552918075,0.0,0.00030226072468663833,0.00023707398599295669,0.0,0.0,0.007443919826813974,0.014001165889592875,0.7201321607527358,0.9789059187412689,0.006249912058468491,0.554663588944461,1.01646049697565,4.417272090911865,23.448783912954845,0.002473587126676357,0.0022739519839748167,0.0008945384530691141,0.0006303208902798325,0.0003909650672623298,0.00035812756294266337,0.009981757364993727,0.0,0.00022373797749227273,0.00019963514301692072,0.0,0.0,0.005532717677936304,0.011896171191450259,0.7452616439051971,0.9830330457442846,0.005045839498940769,0.6076543898809523,1.011397246039394,4.417272090911865,19.168594243907812
strict_qmem_v2_T2K2_qmem_only_lambda0p02,8,qmem,2,margin,0.02,0.0,0.0,0.003152250638120399,0.002919150055735129,0.0011490188181265703,0.0007931121825091775,0.0005216474750027212,0.00045537157281418436,0.011655029307391242,0.0,0.0002921315937561074,0.000233100580716732,0.0,0.0,0.007255747838673858,0.013373605618862366,0.7070797977784955,0.979846323558059,0.005997253215081142,0.5376986221400045,1.0152702223688639,4.417272090911865,23.814806488529182,0.002490357758738305,0.0022961016122782798,0.0008884740161522711,0.0006186210147604933,0.00040324362735535496,0.0003857629416170456,0.00971280717083693,0.0,0.00022511981479267525,0.0001942561393872884,0.0,0.0,0.005551255523012235,0.011373406861310595,0.7345606240015181,0.9837973764818958,0.004879725210013844,0.5935243413270757,1.0106453979990566,4.417272090911865,19.373566984984755
strict_qmem_v2_T2K2_qmem_only_lambda0p02,9,qmem,2,margin,0.02,0.0,0.0,0.003140501444811704,0.0029144263104667733,0.0011359350877822615,0.0007847280582174199,0.0005195668793491832,0.0004741962745765691,0.01130375703913542,0.0,0.0002827416558876991,0.00022607513595263707,0.0,0.0,0.007083499848077318,0.012910022887810908,0.7020740130653165,0.9806519117452166,0.005792943284663025,0.5326199285234399,1.014365319317225,4.417272090911865,24.03601266377433,0.0024446930222597626,0.002255327351418607,0.0008653840652433302,0.0005999109645052023,0.0004016116245100229,0.0003884206860551101,0.009468283705735723,0.0,0.00020753713033266807,0.00018936566979173844,0.0,0.0,0.005244272534754832,0.010970322763057191,0.7273907795348301,0.9844231564774473,0.004762124911551074,0.5840752943531498,1.0100512833531232,4.417272090911865,19.866399327186148
strict_qmem_v2_T2K2_qmem_only_lambda0p02,10,qmem,2,margin,0.02,0.0,0.0,0.003125016088381957,0.0029052993403366695,0.0011237659221851547,0.0007757701555842066,0.000518066596468395,0.00048769665546198013,0.010985837583856978,0.0,0.0002756506932522405,0.00021971674641585532,0.0,0.0,0.006945300508022451,0.012456966721179966,0.6921240772799472,0.981438335641956,0.00560103841020291,0.5203512971456031,1.013504238333692,4.417272090911865,24.683348071649917,0.0024411862762843887,0.0022596152820846156,0.0008638254127659072,0.0006082161408824897,0.00039069841015869036,0.0003968753010959629,0.009078549985533355,0.0,0.00020794008527455835,0.00018157099566895704,0.0,0.0,0.005224672722674552,0.010430319470118035,0.7217353785430992,0.9852857895386524,0.004565663640279327,0.5779989054278721,1.0092523403656788,4.417272090911865,19.859839617551028
