method,kind,memory_frames,confidence_mode,lambda_qmem,lambda_code,lambda_clean,best_epoch,best_val_total,best_val_doao,mean_iou,median_iou,mean_dice,mean_precision,mean_recall,mean_pred_pixels,mean_gt_pixels,auroc_pixel,mean_qmem_mismatch,mean_qmem_confidence,mean_top_similarity,mean_score_margin,same_code_rate,mean_selected_age,threshold,n_frames,runtime_minutes
strict_qmem_v2_T2K2_full,qmem,2,margin,0.05,0.0001,0.1,10,0.002713568803856561,0.0022500886464427807,0.33657881410935897,0.33546345329600435,0.49477919025447703,0.36741757221135346,0.81565442932596,20856.129032258064,9541.822580645161,0.8343149995240889,0.0037363785672383646,0.5950349125890962,0.966256759459934,0.0024566210612970135,0.4304957236013105,0.9718867785507633,0.04464666452258825,496,1.2719443718592325
