method,kind,memory_frames,confidence_mode,lambda_qmem,lambda_code,lambda_clean,best_epoch,best_val_total,best_val_doao,mean_iou,median_iou,mean_dice,mean_precision,mean_recall,mean_pred_pixels,mean_gt_pixels,auroc_pixel,mean_qmem_mismatch,mean_qmem_confidence,mean_top_similarity,mean_score_margin,same_code_rate,mean_selected_age,threshold,n_frames,runtime_minutes
continued_baseline_corrected_crop,baseline,0,none,0.0,0.0,0.0,10,0.0019636208347600832,0.0019636208347600832,0.3222281851431884,0.3230601175502251,0.47842858045372544,0.3454492636534792,0.8422066611476966,23044.08870967742,9541.822580645161,0.8238628898269961,0.0,0.0,0.0,0.0,0.0,0.0,0.03512730775400996,496,0.6587487697601319
